0.000000000000000000e+00 9.967045454545453431e-01 1.904892569800027517e-03 9.909090909090908283e+00 5.342021160819623304e+00
1.010101010101010187e-02 9.984821428571429847e-01 8.423197439336178437e-04 4.714285714285714413e+00 2.575393768188563914e+00
2.020202020202020374e-02 9.983500000000000707e-01 1.157583690279026870e-03 4.959999999999999964e+00 3.205994385522220380e+00
3.030303030303030387e-02 9.935416666666666563e-01 1.876619670814756724e-02 9.416666666666666075e+00 8.092777987536514672e+00
4.040404040404040747e-02 9.940340909090906729e-01 1.457217449895860210e-02 1.018181818181818166e+01 8.244206580912461391e+00
5.050505050505051108e-02 9.836956521739130821e-01 3.627056811701728084e-02 1.260869565217391219e+01 1.354457738578603099e+01
6.060606060606060774e-02 9.838000000000000078e-01 3.666312861718160759e-02 1.600000000000000000e+01 1.323026832683298259e+01
7.070707070707071829e-02 9.760227272727269865e-01 5.220784016199257749e-02 1.681818181818181657e+01 1.581321761184830521e+01
8.080808080808081495e-02 9.698214285714286120e-01 4.687446144815343024e-02 2.628571428571428470e+01 1.582386039571663083e+01
9.090909090909091161e-02 9.824999999999998179e-01 3.760105431652532165e-02 1.857142857142857295e+01 1.410360112261582444e+01
1.010101010101010222e-01 9.814999999999999281e-01 3.534782525135034270e-02 1.869999999999999929e+01 1.170085466963845278e+01
1.111111111111111188e-01 9.858333333333333393e-01 3.161414817893035134e-02 1.552380952380952372e+01 1.343633682937020701e+01
1.212121212121212155e-01 9.615000000000000213e-01 5.003530003907240981e-02 3.060000000000000142e+01 1.542854497352229259e+01
1.313131313131313260e-01 9.350625000000001297e-01 5.769054704845500564e-02 4.260000000000000142e+01 2.292684016605864628e+01
1.414141414141414366e-01 9.640625000000000444e-01 4.448643578384314096e-02 3.529999999999999716e+01 1.374445342674636983e+01
1.515151515151515194e-01 8.986250000000000071e-01 5.937289469951756438e-02 6.000000000000000000e+01 1.856879102149625638e+01
1.616161616161616299e-01 9.090000000000000302e-01 5.719156406324275854e-02 5.639999999999999858e+01 1.835864918778067434e+01
1.717171717171717404e-01 9.500624999999999210e-01 4.003021319890764929e-02 4.979999999999999716e+01 1.713359273474188882e+01
1.818181818181818232e-01 8.884999999999999565e-01 5.234441230924270078e-02 6.579999999999999716e+01 1.577212731371389864e+01
1.919191919191919338e-01 9.289999999999999369e-01 5.308689810113226271e-02 5.420000000000000284e+01 1.507182802449656478e+01
2.020202020202020443e-01 8.747500000000000275e-01 5.803501098474952991e-02 8.009999999999999432e+01 1.222252019838789394e+01
2.121212121212121271e-01 8.659375000000000266e-01 7.289105204858825626e-02 8.879999999999999716e+01 1.730202300310573449e+01
2.222222222222222376e-01 8.626249999999998641e-01 7.111049940058078445e-02 9.470000000000000284e+01 2.632318369802558777e+01
2.323232323232323482e-01 8.511874999999999858e-01 6.334981624874692907e-02 1.147000000000000028e+02 1.924863631533413511e+01
2.424242424242424310e-01 8.213125000000000009e-01 7.075869535788517628e-02 1.365000000000000000e+02 2.648678915988119442e+01
2.525252525252525415e-01 7.805625000000000480e-01 4.601541012258827945e-02 1.530000000000000000e+02 1.589339485446705957e+01
2.626262626262626521e-01 7.513749999999999041e-01 6.104416945949875384e-02 1.676999999999999886e+02 1.887087703314289300e+01
2.727272727272727626e-01 6.995624999999998650e-01 1.013558667209254333e-01 2.233000000000000114e+02 3.091455967663133464e+01
2.828282828282828731e-01 3.563750000000000528e-01 2.629243296558916865e-01 4.551000000000000227e+02 1.676072492465645212e+02
2.929292929292929282e-01 6.808750000000000080e-01 7.183868647880471692e-02 2.563000000000000114e+02 2.514179786729659938e+01
3.030303030303030387e-01 6.026875000000001537e-01 1.082721361604637306e-01 3.006999999999999886e+02 3.378327988813401106e+01
3.131313131313131493e-01 6.729999999999999316e-01 6.833899874888423043e-02 2.858999999999999773e+02 2.651395858788347581e+01
3.232323232323232598e-01 5.946249999999999591e-01 7.866970112438459450e-02 3.180000000000000000e+02 3.311797095233945498e+01
3.333333333333333703e-01 5.726250000000000506e-01 6.379030588576918570e-02 3.405000000000000000e+02 2.149302212347067709e+01
3.434343434343434809e-01 4.408124999999999960e-01 1.089941763065807034e-01 4.128000000000000114e+02 4.445851999336009897e+01
3.535353535353535914e-01 3.033124999999999849e-01 1.040990176166422809e-01 5.018999999999999773e+02 4.207362594310121295e+01
3.636363636363636465e-01 2.981874999999999387e-01 1.129978394428406557e-01 5.147000000000000455e+02 4.122268792788747760e+01
3.737373737373737570e-01 1.828124999999999889e-01 6.638415073456917226e-02 6.366000000000000227e+02 2.838379819544946159e+01
3.838383838383838675e-01 1.756249999999999756e-01 7.023898935064483429e-02 6.421000000000000227e+02 3.012955359775514452e+01
3.939393939393939781e-01 1.443125000000000102e-01 6.126846022832628524e-02 6.977000000000000455e+02 2.735891079703283779e+01
4.040404040404040886e-01 1.679375000000000173e-01 5.772682841409182419e-02 7.137000000000000455e+02 4.282651048124280635e+01
4.141414141414141992e-01 1.330000000000000071e-01 5.955748273726819975e-02 7.268999999999999773e+02 2.570972578616893855e+01
4.242424242424242542e-01 1.491249999999999798e-01 7.621628352917766969e-02 7.268999999999999773e+02 5.452146366340507910e+01
4.343434343434343647e-01 1.505000000000000226e-01 7.761020390386819123e-02 7.456000000000000227e+02 4.383879560389404872e+01
4.444444444444444753e-01 1.889999999999999736e-01 7.758322144639265283e-02 7.306000000000000227e+02 2.374952631106565804e+01
4.545454545454545858e-01 1.971875000000000155e-01 5.361010136858537778e-02 7.397999999999999545e+02 2.731226830565341501e+01
4.646464646464646964e-01 1.485625000000000140e-01 4.899980070112530672e-02 7.873999999999999773e+02 2.019999999999999929e+01
4.747474747474748069e-01 1.135000000000000037e-01 3.353775857149669110e-02 8.387999999999999545e+02 3.098644865098290069e+01
