0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010101010101010187e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.020202020202020374e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.030303030303030387e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.040404040404040747e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.050505050505051108e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.060606060606060774e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.070707070707071829e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.080808080808081495e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.090909090909091161e-02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010101010101010222e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.111111111111111188e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.212121212121212155e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.313131313131313260e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.414141414141414366e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.515151515151515194e-01 1.000000000000000000e+00 7.600000000000000000e+01 0.000000000000000000e+00
1.616161616161616299e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.717171717171717404e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.818181818181818232e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.919191919191919338e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.020202020202020443e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.121212121212121271e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.222222222222222376e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.323232323232323482e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.424242424242424310e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.525252525252525415e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.626262626262626521e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.727272727272727626e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.828282828282828731e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.929292929292929282e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.030303030303030387e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.131313131313131493e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.232323232323232598e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333333703e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.434343434343434809e-01 8.900000000000000133e-01 4.000000000000000000e+01 2.400000000000000000e+01
3.535353535353535914e-01 9.799999999999999822e-01 1.500000000000000000e+01 1.200000000000000000e+01
3.636363636363636465e-01 9.200000000000000400e-01 3.000000000000000000e+01 1.800000000000000000e+01
3.737373737373737570e-01 8.900000000000000133e-01 4.500000000000000000e+01 3.600000000000000000e+01
3.838383838383838675e-01 7.299999999999999822e-01 1.080000000000000000e+02 6.600000000000000000e+01
3.939393939393939781e-01 7.149999999999999689e-01 1.160000000000000000e+02 8.200000000000000000e+01
4.040404040404040886e-01 9.000000000000000222e-01 4.300000000000000000e+01 3.600000000000000000e+01
4.141414141414141992e-01 8.750000000000000000e-01 7.100000000000000000e+01 5.000000000000000000e+01
4.242424242424242542e-01 4.799999999999999822e-01 1.620000000000000000e+02 1.140000000000000000e+02
4.343434343434343647e-01 3.099999999999999978e-01 1.660000000000000000e+02 1.120000000000000000e+02
4.444444444444444753e-01 2.149999999999999967e-01 1.790000000000000000e+02 1.220000000000000000e+02
4.545454545454545858e-01 5.200000000000000178e-01 1.850000000000000000e+02 1.220000000000000000e+02
4.646464646464646964e-01 1.400000000000000133e-01 2.240000000000000000e+02 1.480000000000000000e+02
4.747474747474748069e-01 3.900000000000000133e-01 2.290000000000000000e+02 1.600000000000000000e+02
4.848484848484848619e-01 1.000000000000000056e-01 2.660000000000000000e+02 1.700000000000000000e+02
4.949494949494949725e-01 1.650000000000000078e-01 2.150000000000000000e+02 1.500000000000000000e+02
5.050505050505050830e-01 2.149999999999999967e-01 3.080000000000000000e+02 2.220000000000000000e+02
5.151515151515152491e-01 3.350000000000000200e-01 2.780000000000000000e+02 2.100000000000000000e+02
5.252525252525253041e-01 1.400000000000000133e-01 3.450000000000000000e+02 2.620000000000000000e+02
5.353535353535353591e-01 2.999999999999999889e-02 3.610000000000000000e+02 2.660000000000000000e+02
5.454545454545455252e-01 5.500000000000000028e-02 3.490000000000000000e+02 2.720000000000000000e+02
5.555555555555555802e-01 1.000000000000000056e-01 3.700000000000000000e+02 2.980000000000000000e+02
5.656565656565657463e-01 6.500000000000000222e-02 3.770000000000000000e+02 3.060000000000000000e+02
5.757575757575758013e-01 7.499999999999999722e-02 3.640000000000000000e+02 3.020000000000000000e+02
5.858585858585858563e-01 8.999999999999999667e-02 3.640000000000000000e+02 3.120000000000000000e+02
5.959595959595960224e-01 1.049999999999999961e-01 3.960000000000000000e+02 3.300000000000000000e+02
6.060606060606060774e-01 1.000000000000000021e-02 3.880000000000000000e+02 3.360000000000000000e+02
6.161616161616162435e-01 2.999999999999999889e-02 3.970000000000000000e+02 3.860000000000000000e+02
6.262626262626262985e-01 2.000000000000000042e-02 3.930000000000000000e+02 3.540000000000000000e+02
6.363636363636364646e-01 5.000000000000000104e-03 3.960000000000000000e+02 3.540000000000000000e+02
6.464646464646465196e-01 5.000000000000000104e-03 3.920000000000000000e+02 3.800000000000000000e+02
6.565656565656565746e-01 0.000000000000000000e+00 3.970000000000000000e+02 3.840000000000000000e+02
6.666666666666667407e-01 5.000000000000000104e-03 3.990000000000000000e+02 3.920000000000000000e+02
6.767676767676767957e-01 0.000000000000000000e+00 3.970000000000000000e+02 3.880000000000000000e+02
6.868686868686869618e-01 1.000000000000000021e-02 3.990000000000000000e+02 3.980000000000000000e+02
6.969696969696970168e-01 2.500000000000000139e-02 4.000000000000000000e+02 3.960000000000000000e+02
7.070707070707071829e-01 5.000000000000000104e-03 3.980000000000000000e+02 3.820000000000000000e+02
