T,ratio,E,E_std,M,M_std,C,C_std,X,X_std
2.8828282828282825,0.16161616161616163,-0.6197504060606066,0.0034921428163590556,0.09047620000000008,0.002569134982829817,0.22682658630561994,0.01271086969356072,0.6423618509053965,0.039055019431722314
2.912121212121212,0.16161616161616163,-0.613749632323233,0.003548352525158042,0.08959905000000004,0.002296748647000787,0.21979267782069187,0.010740747213949624,0.6204176414016649,0.036785360755880805
2.9414141414141413,0.16161616161616163,-0.6076699010101015,0.003254537454296742,0.08903615000000008,0.002474290186598981,0.21632411199324741,0.012337601744703773,0.6044677039749315,0.03590818135751453
2.9707070707070704,0.16161616161616163,-0.6013207616161624,0.0038142137128382362,0.08769390000000005,0.002629281040512789,0.2092271977378606,0.01045455659153302,0.5845932541530096,0.03602857724301619
3.0,0.16161616161616163,-0.5950043626262633,0.0031534779194420546,0.08640450000000005,0.002326945046622287,0.20464854668232355,0.010470581975617737,0.5617631608666666,0.03217690049811472
0.1,0.17171717171717174,-1.2005688555555531,0.15760097554544378,0.3154175999999975,0.08406014783914983,3.925104404126074,21.300534870978844,0.18636862199999907,0.9880595179382969
0.1292929292929293,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,1.4090887896699647e-24,0.0,0.0,0.0
0.15858585858585858,0.17171717171717174,-1.3639393939393758,1.1102230246251565e-15,0.13684210000000094,6.131068422382749e-06,3.786540917093922e-24,1.1523570766713286e-27,0.014672506242038107,2.0347730130561842e-05
0.18787878787878787,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,6.673173410207155e-25,1.0101904577379033e-39,0.0,0.0
0.21717171717171718,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,4.994377659265043e-25,9.183549615799121e-40,0.0,0.0
0.24646464646464647,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,3.877739641553456e-25,7.806017173429253e-40,0.0,0.0
0.27575757575757576,0.17171717171717174,-1.525252025252557,2.1794494717846136e-06,0.27421484999999796,0.11219822360994504,2.6274870184762588e-05,0.00011452950389003006,0.15939566910988914,0.7189869269738142
0.305050505050505,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,2.5313046280812996e-25,2.7550648847397363e-40,0.0,0.0
0.33434343434343433,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,2.107183279629856e-25,3.6734198463196485e-40,0.0,0.0
0.36363636363636365,0.17171717171717174,-1.656565656565655,8.881784197001252e-16,1.0,0.0,1.7813665686691856e-25,4.3621860675045825e-40,0.0,0.0
0.3929292929292929,0.17171717171717174,-1.6540158313131303,0.01816647445836877,0.9933385,0.04709190778944916,0.12707091561885497,1.26398705008888,0.4345195394498668,4.196163763744645
0.42222222222222217,0.17171717171717174,-1.6565646626262611,4.578838572950976e-06,0.9999996999999999,1.382027496109788e-06,3.6894950207187364e-05,0.00016993643893797162,1.4191578947368791e-06,6.536575806932895e-06
0.45151515151515154,0.17171717171717174,-1.6555181303030293,0.010394453611072151,0.9967174999999999,0.0326519198708131,0.06182181803923114,0.6142005523892182,0.4717549971140943,4.693865161276203
0.4808080808080808,0.17171717171717174,-1.6565575393939391,1.2505699302657352e-05,0.9999975499999995,3.774586070019563e-06,0.00023227975143000001,0.0003576782975324667,1.0174329831933e-05,1.566704351290076e-05
0.51010101010101,0.17171717171717174,-1.656548065656566,1.6354445448514524e-05,0.999994599999999,5.083306010846424e-06,0.00045408265464173635,0.00042653112632289546,2.2305386138614167e-05,2.297485534327696e-05
0.5393939393939393,0.17171717171717174,-1.6565319313131313,2.0748631757867877e-05,0.9999896999999989,6.396092557168694e-06,0.0007742856580959731,0.0004796077292804354,3.956514606741597e-05,2.6510336105730953e-05
0.5686868686868687,0.17171717171717174,-1.6565066545454539,3.2501501083736935e-05,0.9999819499999992,1.0170914413158226e-05,0.0012250998829539364,0.0006942161825254788,6.634283658969828e-05,4.1337032458753154e-05
0.597979797979798,0.17171717171717174,-1.6564597141414124,4.4978869201266425e-05,0.9999674000000005,1.4026403673064057e-05,0.0020086208195992665,0.0008647675135399145,0.00011755614527027134,6.27310647222678e-05
